hold out	wec-phrasal+moby-pos	伸出, 提出, 提供, 坚持, 支持, 维持\n[法] 提出, 给予, 主张		phrasal	
hold over	wec-phrasal+moby-pos	拖延, 继任, 以...威胁\n[法] 延期, 继续占有, 期满后继任		phrasal	
hold to	wec-phrasal	坚持, 紧握		phrasal	
hold together	wec-phrasal+moby-pos	使结合, 团结		phrasal	
hold up	wec-phrasal	举起, 支撑, 继续下去, 阻挡, 拦截\n[法] 支撑, 继续下去, 阻塞		phrasal	
hold with	wec-phrasal+moby-pos	赞同, 容忍		phrasal	
hold your horses	baiango-idiom	n. 不要着急，耐心一点		idiom	
hole up	wec-phrasal+moby-pos	躲藏, 把...监禁		phrasal	
hollow out	wec-phrasal	挖空; 掏		phrasal	
hook up	wec-phrasal	以钩钩住		phrasal	
horse around	wec-phrasal+moby-pos	哄闹, 胡闹		phrasal	
hose down	wec-phrasal	用水管里的水冲洗		phrasal	
hot up	wec-phrasal+moby-pos	加剧, 变危急		phrasal	
hunker down	wec-phrasal	沉潜待发		phrasal	
hunt down	wec-phrasal+moby-pos	穷追直至抓获\n[法] 追捕, 搜寻...直至发现		phrasal	
hunt out	wec-phrasal	搜寻出		phrasal	
hunt up	wec-phrasal+moby-pos	猎取		phrasal	
hurry along	wec-phrasal	赶紧走,匆匆赶路		phrasal	
hurry up	wec-phrasal	赶快, 匆匆完成		phrasal	
hush up	wec-phrasal+moby-pos	防止…张扬出去, 保持沉默, 掩盖		phrasal	
hype up	wec-phrasal	夸张地宣传（某人或某事物）; （用巧计或绝技）人为地刺激; 助长		phrasal	
ice over	wec-phrasal	结冰		phrasal	
ice up	wec-phrasal	结冰		phrasal	
identify with	wec-phrasal	认为…等同于; 觉得与…有联系; 支持; 同情（某人）		phrasal	
idle away	wec-phrasal	浪费掉		phrasal	
ignorance is bliss	baiango-idiom	无知便是福		idiom	
impress on	wec-phrasal	使牢记, 给...留下印象		phrasal	
improve on	wec-phrasal	改进		phrasal	
in a fog	baiango-idiom	困惑,迷惘,茫然,如坠五里雾中		idiom	
in a nutshell	baiango-idiom	简括地说, 一句话		idiom	
in cold blood	baiango-idiom	残忍地\n[法] 蓄意地, 残忍地		idiom	
in hot water	baiango-idiom	处于困境,遇着麻烦;处于水深火热		idiom	
in the dark	baiango-idiom	在黑暗中, 秘密地, 不知道\n[法] 蒙在鼓里		idiom	
in the middle of nowhere	baiango-idiom	在偏僻的地方		idiom	
in the nick of time	baiango-idiom	恰好		idiom	
in the same boat	baiango-idiom	处境相同		idiom	
inform on	wec-phrasal	告密,告发,出卖		phrasal	
inquire after	wec-phrasal	问候		phrasal	
inquire into	wec-phrasal	调查...		phrasal	
insist on	wec-phrasal	坚持, 坚决要求		phrasal	
insure against	wec-phrasal	给...保险		phrasal	
interfere with	wec-phrasal	干涉,干扰,妨碍		phrasal	
invest in	wec-phrasal	投资于, 买进		phrasal	
invest with	wec-phrasal	授予		phrasal	
invite out	wec-phrasal	请（某人）出去		phrasal	
iron out	wec-phrasal+moby-pos	烫平, 消除		phrasal	
issue forth	wec-phrasal	出来；出去：		phrasal	
issue from	wec-phrasal	从...流出, 由...产生, 传下		phrasal	
jack in	wec-phrasal+moby-pos	停止, 不愿继续		phrasal	
jack up	wec-phrasal+moby-pos	<俚>用千斤顶顶起; <口>提高, 增加; <口>把凌乱的东西安排[料理]好		phrasal	
jazz up	wec-phrasal+moby-pos	使活泼		phrasal	
jerk around	wec-phrasal	vt. 耍弄某人		phrasal	
jerk off	wec-phrasal+moby-pos	vi. 行手淫; 猛地甩掉		phrasal	
jib at	wec-phrasal	厌恶		phrasal	
jog along	wec-phrasal	缓慢前进,进展缓慢		phrasal	
join in	wec-phrasal	参加, 加入		phrasal	
join up	wec-phrasal+moby-pos	参军, 联合起来		phrasal	
jolly along	wec-phrasal	(用哄、捧等方式)使…高兴(以达到某种目的)；用乐趣鼓励(某人)：；[俚语]鼓励…加快行动		phrasal	
jolly up	wec-phrasal	鼓励…积极起来：		phrasal	
jot down	wec-phrasal	草草记下		phrasal	
juice up	wec-phrasal+moby-pos	使活跃		phrasal	
jump at	wec-phrasal+moby-pos	欣然接受		phrasal	
jump in	wec-phrasal	投入		phrasal	
jump off	wec-phrasal	开始		phrasal	
jump on	wec-phrasal+moby-pos	扑向		phrasal	
jump on the bandwagon	baiango-idiom	见风使舵,看气候;赶浪头,赶潮流		idiom	
jump out	wec-phrasal	视觉（或精神）上影响强烈的; 令人眼花缭乱; 引人注目的; 醒目的		phrasal	
jump the gun	baiango-idiom	起步过早, 偷跑		idiom	
jump up	wec-phrasal	跳起来		phrasal	
keel over	wec-phrasal+moby-pos	倾覆, 翻身		phrasal	
keep a straight face	baiango-idiom	板着脸		idiom	
keep at	wec-phrasal+moby-pos	坚持, 纠缠		phrasal	
keep away	wec-phrasal+moby-pos	防范		phrasal	
keep back	wec-phrasal+moby-pos	落在后面, 阻止, 隐瞒, 留下		phrasal	
keep down	wec-phrasal+moby-pos	卧下, 镇压, 控制, 缩减, 保留		phrasal	
keep from	wec-phrasal+moby-pos	阻止, 隐瞒, 抑制		phrasal	
keep in	wec-phrasal+moby-pos	抑制, 隐瞒, 隐藏, 继续燃烧		phrasal	
keep in with	wec-phrasal	不断讨好		phrasal	
keep off	wec-phrasal+moby-pos	让开, 不接近		phrasal	
keep on	wec-phrasal+moby-pos	继续, 穿着...不脱		phrasal	
keep out	wec-phrasal+moby-pos	使在外		phrasal	
keep out of	wec-phrasal	置身于外		phrasal	
keep to	wec-phrasal+moby-pos	坚持,保持;固守		phrasal	
keep up	wec-phrasal+moby-pos	不低落, 维持, 继续\n[经] 坚持, 保持, 继续		phrasal	
keep up with	wec-phrasal	跟上\n[法] 追上, 跟上, 赶得上		phrasal	
key in	wec-phrasal	键入\n[计] 键入		phrasal	
key up	wec-phrasal+moby-pos	使升调, 使紧张, 使激动		phrasal	
kick about	wec-phrasal+moby-pos	<口>谈论; <口>存在; 漫不经心地踢; 漫不经心地游荡		phrasal	
kick against	wec-phrasal	反对, 抗议		phrasal	
kick around	wec-phrasal	<口>谈论; <口>存在; 漫不经心地踢; 漫不经心地游荡		phrasal	
kick back	wec-phrasal	踢回		phrasal	
kick down	wec-phrasal	将…踢倒; 换低挡		phrasal	
kick in	wec-phrasal	向里踢进去; 踢坏; <非正>缴付		phrasal	
kick off	wec-phrasal+moby-pos	踢脱, 中线开球		phrasal	
kick out	wec-phrasal+moby-pos	把球踢出界		phrasal	
kick over	wec-phrasal	发动,启动;交出,付出,缴纳		phrasal	
kick the bucket	baiango-idiom	死掉		idiom	
kick up	wec-phrasal+moby-pos	踢起\n[经] 提高汽油辛烷值		phrasal	
kid around	wec-phrasal	（美）开玩笑		phrasal	
kill off	wec-phrasal	消灭		phrasal	
kill two birds with one stone	baiango-idiom	一箭双雕;一石二鸟		idiom	
kip down	wec-phrasal	在某处过夜, 在（自己的床以外的地方）睡觉		phrasal	
kiss away	wec-phrasal	吻去,以接吻来消除;嫖尽		phrasal	
kiss off	wec-phrasal+moby-pos	吻去;解雇,拒绝;回避,摆脱,对…置之不理		phrasal	
kit out	wec-phrasal+moby-pos	配备, 装备		phrasal	
knock about	wec-phrasal+moby-pos	玩; 漫游; 接连打击; 活着		phrasal	
knock back	wec-phrasal+moby-pos	回敲; 使大吃一惊; <口>使花费掉; 猛饮		phrasal	
knock down	wec-phrasal+moby-pos	击倒, 拆卸, 拍卖出\n[经] 拍板成交		phrasal	
knock off	wec-phrasal+moby-pos	敲掉, 击倒\n[经] 成交, 停工, 中断		phrasal	
knock out	wec-phrasal	敲空, 击倒, 打破, 使筋疲力竭\n[经] 拍卖时勾结用廉价买得, 联合拍卖货		phrasal	
knock over	wec-phrasal	打翻, 搜查, 吃掉		phrasal	
knock together	wec-phrasal	相撞		phrasal	
knock up	wec-phrasal+moby-pos	往上敲		phrasal	
know from	wec-phrasal	辨别, 分辨		phrasal	
know of	wec-phrasal	知道,了解,听说过…		phrasal	
knuckle down	wec-phrasal+moby-pos	开始认真工作, 屈服		phrasal	
knuckle under	wec-phrasal+moby-pos	屈服		phrasal	
labour under	wec-phrasal	为...苦恼		phrasal	
ladle out	wec-phrasal+moby-pos	舀出, 端出, 提供		phrasal	
land on	wec-phrasal	猛烈抨击		phrasal	
land up	wec-phrasal+moby-pos	到达; 处于		phrasal	
lap up	wec-phrasal+moby-pos	舔食, 贪婪地吃		phrasal	
lark about	wec-phrasal	鬼混, 闲荡		phrasal	
lash down	wec-phrasal	扎紧,捆紧		phrasal	
lash out	wec-phrasal+moby-pos	痛打, 痛骂		phrasal	
lash out at	wec-phrasal	痛打,狠揍;痛斥,攻击		phrasal	
lash out on	wec-phrasal	乱花,挥霍		phrasal	
last but not least	baiango-idiom	最后但并不是最不重要的(一点)		idiom	
last out	wec-phrasal+moby-pos	持续		phrasal	
last straw	baiango-idiom+moby-pos	压垮骆驼的最后一根稻草,导致失败的最后因素,导火线		idiom	
latch on	wec-phrasal+moby-pos	抓住, 占有, 理解		phrasal	
latch onto	wec-phrasal	与…交往,结交;抓住,弄到;理解,懂得		phrasal	
laugh at	wec-phrasal	嘲笑, 漠视, 因...发笑		phrasal	
laugh off	wec-phrasal+moby-pos	用笑摆脱		phrasal	
launch into	wec-phrasal	开始,着手,投入;大谈特谈,侈谈,大发		phrasal	
launch out	wec-phrasal	下水, 开始新的事情, 大肆挥霍, 详述		phrasal	
lay about	wec-phrasal	流浪汉		phrasal	
lay aside	wec-phrasal+moby-pos	搁置, 积蓄		phrasal	
lay down	wec-phrasal+moby-pos	放下\n[法] 规定, 制定, 立法		phrasal	
lay in	wec-phrasal+moby-pos	贮藏\n[经] 贮存		phrasal	
lay into	wec-phrasal+moby-pos	<非正>攻击		phrasal	
lay off	wec-phrasal+moby-pos	把(衣服等)放在一边, 解雇, 停止工作, 休息, 划出\n[机] 停工, 下料		phrasal	
lay on	wec-phrasal+moby-pos	涂抹, 猛攻, 加...于人\n[经] 抽, 征(税等)		phrasal	
lay out	wec-phrasal+moby-pos	摆开, 展示, 布置, 安排, 投资\n[经] 花钱, 投资, 布局		phrasal	
lay to	wec-phrasal+moby-pos	把...归于, 努力干, (使船)顶风停住		phrasal	
lay up	wec-phrasal+moby-pos	贮存, 搁置, 卧床\n[经] 贮存, 储蓄, 暂停使用		phrasal	
laze away	wec-phrasal	混日子		phrasal	
lead off	wec-phrasal+moby-pos	开始		phrasal	
lead on	wec-phrasal+moby-pos	劝诱, 哄骗; 带领…继续前进; 走在前面		phrasal	
lead to	wec-phrasal	导致, 通向		phrasal	
lead up to	wec-phrasal	带到, 导致, 作为...的准备		phrasal	
leaf through	wec-phrasal	翻书页, 翻阅		phrasal	
leak out	wec-phrasal	漏出, 泄漏		phrasal	
lean on	wec-phrasal	靠着		phrasal	
leap at	wec-phrasal	急于接受,欣然接受,抢着…		phrasal	
leave aside	wec-phrasal	不管,不考虑,把…搁到一边		phrasal	
leave behind	wec-phrasal+moby-pos	不带, 留下, 遗留, 超过		phrasal	
leave no stone unturned	baiango-idiom	千方百计, 想方设法		idiom	
leave off	wec-phrasal+moby-pos	停止, 不再穿		phrasal	
leave out	wec-phrasal+moby-pos	省去, 遗漏, 不考虑		phrasal	
leave over	wec-phrasal	剩下, 留下		phrasal	
let bygones be bygones	baiango-idiom	不咎既往；既往不究；既往不咎，忘掉旧嫌；宽大为怀		idiom	
let down	wec-phrasal+moby-pos	放下, 使失望, 使屈辱, 松劲, 减速下降\n[机] 放下, 排出		phrasal	
let in	wec-phrasal+moby-pos	放进, 招致, 嵌入		phrasal	
let into	wec-phrasal+moby-pos	让...进入		phrasal	
let off	wec-phrasal+moby-pos	放出, 饶恕\n[机] 放出		phrasal	
let on	wec-phrasal+moby-pos	<非正>泄密, 透露, 假装		phrasal	
let out	wec-phrasal+moby-pos	放掉, 泄露, 放大, 出租\n[经] 出租		phrasal	
let sleeping dogs lie	baiango-idiom	莫惹是非		idiom	
let the cat out of the bag	baiango-idiom	真相大白, 秘密泄露; 露马脚; 露出狐狸尾巴; 露馅儿		idiom	
let up	wec-phrasal+moby-pos	减小, 停止		phrasal	
level off	wec-phrasal	平整, 变平, 稳定		phrasal	
level out	wec-phrasal	把...弄平, 整平, 持平, 达到平衡, 稳定, (飞机)水平飞行		phrasal	
level up	wec-phrasal	通过提高来拉平\n[机] 使整齐		phrasal	
lie about	wec-phrasal	懒散, 无所事事		phrasal	
lie around	wec-phrasal	到处散放, 闲着不干事		phrasal	
lie back	wec-phrasal	倚靠		phrasal	
lie down	wec-phrasal+moby-pos	躺下		phrasal	
lie in	wec-phrasal+moby-pos	在于..., 分娩, 睡懒觉		phrasal	
lie with	wec-phrasal	是...的权利/义务		phrasal	
lift off	wec-phrasal	起飞		phrasal	
lift up	wec-phrasal	举起		phrasal	
light on	wec-phrasal	飞临,栖息于;偶然碰见,无意中发现		phrasal	
light out	wec-phrasal+moby-pos	匆匆离去		phrasal	
light up	wec-phrasal+moby-pos	开始吸烟, 发亮, 露喜色\n[机] 点火		phrasal	
light upon	wec-phrasal	（偶然）发现		phrasal	
lighten up	wec-phrasal	别那么严肃; 别抱怨; 别担忧; 使生动活泼		phrasal	
like a fish out of water	baiango-idiom	如鱼出水,不适应环境,感到生疏		idiom	
limber up	wec-phrasal+moby-pos	(使)变柔软		phrasal	
line up	wec-phrasal	整队, 排列起		phrasal	
linger on	wec-phrasal	停留,存留,逗留,拖延		phrasal	
link up	wec-phrasal	（使）连接, （使）结合, （使）合并; 贯通; 连贯; 沟通		phrasal	
listen in	wec-phrasal+moby-pos	收听, 监听, 偷听\n[法] 收听, 监听, 偷听		phrasal	
listen up	wec-phrasal	听好了		phrasal	
live and let live	baiango-idiom	自己活也让别人活, 待人宽容		idiom	
live by	wec-phrasal	靠…为生		phrasal	
live down	wec-phrasal+moby-pos	通过行动使人们原谅		phrasal	
live for	wec-phrasal	为…而生活，以…为生活目的		phrasal	
live in	wec-phrasal+moby-pos	住进		phrasal	
live it up	wec-phrasal	狂欢一场, 纵欲欢乐		phrasal	
live off	wec-phrasal	以...为食料, 靠...生活		phrasal	
live on	wec-phrasal	继续生活, 以...为主食, 靠...生活		phrasal	
live out	wec-phrasal	活过(某一段时间), 住在外面		phrasal	
live through	wec-phrasal	度过, 经受过		phrasal	
live together	wec-phrasal+moby-pos	住在一起, （通常指异性）同居; 相处		phrasal	
live up to	wec-phrasal	实践, 做到		phrasal	
live with	wec-phrasal	与…一起生活; 与（异性）同居; 学会去适应; 接受并忍受		phrasal	
liven up	wec-phrasal	(使)活跃起来, (使)有生气, (使)愉快		phrasal	
load down	wec-phrasal	[化] 降负荷		phrasal	
load up	wec-phrasal	[化] 升负荷; 加负荷		phrasal	
lock away	wec-phrasal	把…锁起来		phrasal	
lock down	wec-phrasal	让船开出水闸		phrasal	
lock in	wec-phrasal	将…锁[包围]在里面; 使固定		phrasal	
lock onto	wec-phrasal	和…接牢,用雷达自动跟踪…		phrasal	
lock out	wec-phrasal+moby-pos	把...关在外面\n[机] 工场对锁		phrasal	
lock up	wec-phrasal+moby-pos	锁上		phrasal	
log in	wec-phrasal	[计] 注册		phrasal	
log off	wec-phrasal	[计] 注销, 下网		phrasal	
log on	wec-phrasal	[计] 注册, 登录, 登录入网		phrasal	
log out	wec-phrasal	[计] 注销		phrasal	
look after	wec-phrasal+moby-pos	目送, 照顾, 关心		phrasal	
look ahead	wec-phrasal	向前看, 着眼未来		phrasal	
look around	wec-phrasal	四下观望; （作出选择前）进行调查; 骋目四顾; 四顾		phrasal	
look at	wec-phrasal	看, 考虑, 着眼于		phrasal	
look back	wec-phrasal+moby-pos	回顾, 三心二意\n[经] 银行对过去贷款的审查		phrasal	
look down on	wec-phrasal	轻视, 看不起		phrasal	
look for	wec-phrasal	寻找, 期待		phrasal	
look forward to	wec-phrasal	期望, 盼望; 瞩望; 属望; 企		phrasal	
look in	wec-phrasal	看望\n[计] 搜索		phrasal	
look into	wec-phrasal	窥视, 浏览, 观察\n[法] 调查		phrasal	
look on	wec-phrasal+moby-pos	观看, 旁观, 看待		phrasal	
look out	wec-phrasal	面朝, 留神, 找出		phrasal	
look out for	wec-phrasal	当心…,留神…,提防…		phrasal	
look over	wec-phrasal+moby-pos	从...上面看, 察看, 检查, 原谅		phrasal	
look round	wec-phrasal	环顾, 观光, (事先)进行全面考虑		phrasal	
look through	wec-phrasal+moby-pos	看穿, 审核, 浏览, 透过...看去, 从...中显露		phrasal	
look to	wec-phrasal	照看, 注意, 指望		phrasal	
look up	wec-phrasal+moby-pos	向上看, 尊敬, 仰望, 好转, 查寻, 拜访\n[计] 查阅		phrasal	
look up to	wec-phrasal	抬头看（某人或某物）, 尊重[敬仰]（某人）; 企慕; 瞧得起; 仰慕		phrasal	
look upon	wec-phrasal	看作, 显得不错; 看待		phrasal	
loose off	wec-phrasal	放（枪、箭）		phrasal	
loosen up	wec-phrasal	信口开河, 慷慨解囊, 松弛下来, 活动肌肉, 做准备动作		phrasal	
lop off	wec-phrasal	砍掉		phrasal	
lord it over	wec-phrasal	向…逞威风, 对…称王称霸; 高踞; 骑在头上		phrasal	
lose out	wec-phrasal+moby-pos	(比赛)输掉, 失败		phrasal	
lounge around	wec-phrasal	闲逛		phrasal	
luck into	wec-phrasal	[网络] 运气入		phrasal	
luck out	wec-phrasal	运气特好, 侥幸成功, 逢凶化吉		phrasal	
lust after	wec-phrasal	渴望, 贪求		phrasal	
magic away	wec-phrasal	像变魔术似地消失了		phrasal	
mail out	wec-phrasal	寄出；发出		phrasal	
make a long story short	baiango-idiom	长话短说, 简而言之		idiom	
make a scene	baiango-idiom	当众大吵一场		idiom	
make after	wec-phrasal	追随		phrasal	
make away with	wec-phrasal	带...而逃走, 摆脱, 杀死, 浪费\n[法] 杀掉, 摧毁, 用完		phrasal	
make do with	wec-phrasal	设法应付		phrasal	
make for	wec-phrasal+moby-pos	走向, 有利于, 倾向于		phrasal	
make hay while the sun shines	baiango-idiom	趁热打铁,抓紧时机		idiom	
make into	wec-phrasal	把...制成..., 使转变为		phrasal	
make it	wec-phrasal	及时抵达, 做成		phrasal	
make of	wec-phrasal+moby-pos	用...制造, 了解, 对待		phrasal	
make off	wec-phrasal+moby-pos	离开		phrasal	
make off with	wec-phrasal	带...而逃\n[法] 偷		phrasal	
make out	wec-phrasal+moby-pos	书写, 填写, 拼凑, 说明, 理解, 辨认出, 设法应付, 进展\n[法] 开出, 写出, 看出		phrasal	
make over	wec-phrasal+moby-pos	转让, 移交, 改造\n[经] 把(财产)转让, 移交		phrasal	
make up	wec-phrasal	弥补, 赔偿, 配制, 包装, 编辑, 虚构, 缝制, 组成, 和解, 结算, 整理, 化装\n[经] 弥补, 赔偿, 内部运装		phrasal	
make up for	wec-phrasal	补偿,弥补		phrasal	
make up to	wec-phrasal	接近, 奉承		phrasal	
make waves	baiango-idiom	兴风作浪		idiom	
make with	wec-phrasal+moby-pos	作出, 产生		phrasal	
man up	wec-phrasal	v. （给矿业、农业等）补充人力; [俚语]拿出男人的样子		phrasal	
map out	wec-phrasal+moby-pos	制订		phrasal	
mark down	wec-phrasal	记下, 标低价格\n[法] 减价		phrasal	
mark off	wec-phrasal	划分出		phrasal	
mark out	wec-phrasal	规划, 使注定要		phrasal	
mark out for	wec-phrasal	使注定要		phrasal	
mark up	wec-phrasal	把...标出, 标高价格\n[经] 涨价, 赊帐, 提高标价		phrasal	
marry into	wec-phrasal+moby-pos	结婚后成为...家中一员		phrasal	
marry off	wec-phrasal+moby-pos	嫁出,使完婚		phrasal	
marry up	wec-phrasal	结婚,结合,配合		phrasal	
mash up	wec-phrasal	捣烂,压碎,压扁		phrasal	
match up	wec-phrasal	（使）相配, （使）相适合, （使）…相符合		phrasal	
max out	wec-phrasal	（军队用语）得最高分; （非正式美式用语） 达到最高极限, 刷爆（信用卡）		phrasal	
measure off	wec-phrasal+moby-pos	量出		phrasal	
measure out	wec-phrasal+moby-pos	配给		phrasal	
measure up	wec-phrasal+moby-pos	合格		phrasal	
measure up to	wec-phrasal	符合, 达到		phrasal	
meet up	wec-phrasal	偶然地碰到		phrasal	
meet up with	wec-phrasal	偶遇		phrasal	
meet with	wec-phrasal	偶遇, 遭受		phrasal	
mellow out	wec-phrasal	放松		phrasal	
melt away	wec-phrasal	消失, 融掉		phrasal	
melt down	wec-phrasal	熔化\n[机] 熔化期		phrasal	
mess about	wec-phrasal+moby-pos	浪费时间, 荡来荡去, 闲逛, 混日子, 行动笨拙, 说话罗嗦		phrasal	
mess around	wec-phrasal	浪费时间		phrasal	
mess over	wec-phrasal	[俚语]虐待；粗暴对待；不公正对待：		phrasal	
mess up	wec-phrasal	搞糟, 陷入困境, 粗暴地处理		phrasal	
mess with	wec-phrasal	胡乱摆弄,糟蹋,与…厮混;和…一道用膳		phrasal	
mete out	wec-phrasal	给予; 给予惩罚; 责罚; 使受苦		phrasal	
mill around	wec-phrasal	成群地无目的乱转		phrasal	
miss out	wec-phrasal+moby-pos	省掉, 遗漏, 漏述		phrasal	
miss the boat	baiango-idiom	坐失良机		idiom	
miss the mark	baiango-idiom	没打中目标, 没达到目的		idiom	
mistake for	wec-phrasal	错认		phrasal	
mix up	wec-phrasal	混淆, 调和		phrasal	
mock up	wec-phrasal	仿制		phrasal	
monkey around	wec-phrasal	闲混		phrasal	
moon around	wec-phrasal	v. 闲荡		phrasal	
mop up	wec-phrasal+moby-pos	作扫尾工作, 擦, 抹, 痛击, 吃完		phrasal	
mope around	wec-phrasal	无精打采地徘徊\n闷闷不乐		phrasal	
mount up	wec-phrasal	增长, 上升		phrasal	
mouth off	wec-phrasal	大发议论, 自夸地说		phrasal	
move along	wec-phrasal	继续向前或后移动, 往里走		phrasal	
move away	wec-phrasal	离开; 搬到别处去住; 改变（见解）; 挪开		phrasal	
move away from	wec-phrasal	离开		phrasal	
move down	wec-phrasal	[计] 向下移		phrasal	
move in	wec-phrasal+moby-pos	生活于, 迁入		phrasal	
move in on	wec-phrasal	潜近..., 企图夺取(某物), 企图从(某人)处夺取东西		phrasal	
move into	wec-phrasal	搬进..., 移入..., 搬家, 迁入新居		phrasal	
move off	wec-phrasal	离开, 死, 畅销		phrasal	
move on	wec-phrasal	继续前进		phrasal	
move out	wec-phrasal+moby-pos	搬出, 出发		phrasal	
move over	wec-phrasal	移动一下		phrasal	
move up	wec-phrasal	向前移动, 上升\n[计] 向上移		phrasal	
mow down	wec-phrasal+moby-pos	摧毁		phrasal	
muck in	wec-phrasal+moby-pos	分担工作, 参加, 与人合伙		phrasal	
muck out	wec-phrasal	打扫,清除…的污物		phrasal	
muck up	wec-phrasal	弄脏		phrasal	
muddle along	wec-phrasal+moby-pos	混日子, 得过且过		phrasal	
muddle through	wec-phrasal+moby-pos	终于对付过去, 终于应付过去		phrasal	
muddle up	wec-phrasal	把…搞乱		phrasal	
mug up	wec-phrasal+moby-pos	<口>考前赶（功课）		phrasal	
mull over	wec-phrasal	n. 岬, 海角; 认真琢磨, 反复思考		phrasal	
muscle in	wec-phrasal	强行进入,抢夺		phrasal	
muscle into	wec-phrasal	<俚>硬挤进; 侵入; 干涉; 强夺		phrasal	
muscle out	wec-phrasal	强行逐出		phrasal	
nag at	wec-phrasal	唠叨, 恼人		phrasal	
nail down	wec-phrasal+moby-pos	用钉钉住, 明确\n[法] 束缚, 确定, 使成定案		phrasal	
nail up	wec-phrasal+moby-pos	钉牢, 钉住		phrasal	
name after	wec-phrasal	以…的名字起名		phrasal	
narrow down	wec-phrasal	（使）变窄, （使）减少, （使）缩小		phrasal	
night owl	baiango-idiom+moby-pos	n. 猫头鹰, 熬夜的人, 深夜不睡的人		idiom	
nip off	wec-phrasal	掐断；剪断		phrasal	
nip out	wec-phrasal	掐掉,摘去,除掉;急忙跑出去		phrasal	
nod off	wec-phrasal+moby-pos	不知不觉地睡着了		phrasal	
nose about	wec-phrasal	打听,探听,刺探		phrasal	
nose into	wec-phrasal	刺探,探听;管闲事,干涉		phrasal	
nose out	wec-phrasal+moby-pos	比...略胜一筹		phrasal	
notch up	wec-phrasal+baiango-idiom	创造,取得		idiom	
note down	wec-phrasal	记录,记下来		phrasal	
number off	wec-phrasal+moby-pos	报数		phrasal	
off one's rocker	baiango-idiom	发疯		idiom	
off the hook	baiango-idiom	未挂上; 摆脱困境		idiom	
off the rails	baiango-idiom	出轨的, 混乱的, 神经错乱的		idiom	
offer up	wec-phrasal	献上		phrasal	
on cloud nine	baiango-idiom	非常愉快,高兴,欣喜若狂,忘乎所以		idiom	
on target	baiango-idiom	击中要害的, 准确的：完全准确的、精确的或有效的		idiom	
on the ball	baiango-idiom	机警的, 勤奋的, 高明的		idiom	
on the fence	baiango-idiom	抱观望态度, 保持中立		idiom	
on top of the world	baiango-idiom	幸福到极点, 处于最佳地位, 声名显赫		idiom	
once in a blue moon	baiango-idiom	千载难逢地		idiom	
open out	wec-phrasal	展开, 开发, 改善, 增加, 展现, 揭示, 直言, 畅淡		phrasal	
open the door to	baiango-idiom	给...以机会, 导致...		idiom	
open up	wec-phrasal+moby-pos	展开, 给...开刀, 打开, 开发, 开办, 展示, 开始\n[法] 吐露真情		phrasal	
operate on	wec-phrasal	对...施手术		phrasal	
opt for	wec-phrasal	选择		phrasal	
opt in	wec-phrasal	决定参加		phrasal	
opt out	wec-phrasal+moby-pos	[计]撤退		phrasal	
out of the blue	baiango-idiom	突然		idiom	
out of this world	baiango-idiom	十全十美的, 极其动人的, 无比优秀的, 无比精彩的		idiom	
over the moon	baiango-idiom	兴高采烈		idiom	
owe to	wec-phrasal	归功于		phrasal	
own up	wec-phrasal	坦白		phrasal	
pace out	wec-phrasal	用步子测		phrasal	
pack a punch	baiango-idiom	击出兇勐的一拳;措词中肯有力;强劲有力		idiom	
pack away	wec-phrasal	收拾,收藏		phrasal	
pack in	wec-phrasal+moby-pos	停止, 回绝, 对...不感兴趣		phrasal	
pack into	wec-phrasal	装进,挤进,涌入…		phrasal	
pack it in	wec-phrasal	结束, 停止, (美)(非正式)充分利用有利条件以赢得名利地位, 承认失败		phrasal	
pack off	wec-phrasal	寄出, 把...打发走, 匆匆离开		phrasal	
pack out	wec-phrasal	挤满,填满		phrasal	
pack up	wec-phrasal+moby-pos	打包, 整理, 收工, 结束		phrasal	
pad out	wec-phrasal	添凑,硬塞,穿插		phrasal	
paint the town red	baiango-idiom	狂欢庆祝, 饮酒作乐		idiom	
pair off	wec-phrasal	成对而去, 分成一对一对		phrasal	
pair off with	wec-phrasal	同...结婚		phrasal	
pal up	wec-phrasal+moby-pos	结成友好		phrasal	
palm off	wec-phrasal+moby-pos	用欺骗的手段转让或卖掉		phrasal	
pan out	wec-phrasal+moby-pos	成功, 证明(是), 淘选		phrasal	
paper over	wec-phrasal+moby-pos	用纸覆盖;弥补,掩盖		phrasal	
parcel out	wec-phrasal	把…分成小部分		phrasal	
pare down	wec-phrasal	缩减		phrasal	
part with	wec-phrasal	失去, 卖掉[付出]…, 与…分开; 割舍		phrasal	
partake of	wec-phrasal	吃, 喝, 带有		phrasal	
partition off	wec-phrasal	分隔成；隔开		phrasal	
party animal	baiango-idiom	n. 超级爱玩的人		idiom	
pass around	wec-phrasal	分, 分发, 传送		phrasal	
pass as	wec-phrasal	被看作,被认为,冒充		phrasal	
pass away	wec-phrasal	去世, 停止, 离去, 消逝		phrasal	
pass by	wec-phrasal+moby-pos	经过, 掠过, 忽视		phrasal	
pass down	wec-phrasal	把…一代传一代，使流传		phrasal	
pass for	wec-phrasal	被认为..., 被当作..., 被误作...		phrasal	
pass off	wec-phrasal+moby-pos	逐渐消失, 终止, 停止, 发生, 举行, 使假冒, 忽视\n[法] 骗卖, 出售假货		phrasal	
pass on	wec-phrasal	传授, 传递		phrasal	
